id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
801923313186603008,801923313186603008,1480028391000,2016-11-24,23:59:51,CET,4137034103,ortonovometeo,Meteo_Ortonovo,,"Temperatura: 16,8°C - Vento: 12,3 km/h SE - Pressione: 1008,7hpa - Pioggia 12,0mm - Previsione: Piogge sparse, schiarite",[],[],[],0,0,0,[],[],https://twitter.com/OrtonovoMeteo/status/801923313186603008,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '4137034103', 'username': 'OrtonovoMeteo'}]",,,,
801923301077614592,801923301077614592,1480028388000,2016-11-24,23:59:48,CET,291436737,thanix1,Thanix®,,"Άμα φτάσουμε στα 40 με αυτη την ομαδα, θαύμα θα ειναι!!! #kardia…  https://www.instagram.com/p/BNNeXAuj0MdxtwPoT8htC6J-rk3A3cxptyBkcU0/ …",[],['https://www.instagram.com/p/BNNeXAuj0MdxtwPoT8htC6J-rk3A3cxptyBkcU0/'],[],0,0,0,['#kardia'],[],https://twitter.com/Thanix1/status/801923301077614592,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '291436737', 'username': 'Thanix1'}]",,,,
801923300049813505,801923300049813505,1480028388000,2016-11-24,23:59:48,CET,543645318,w_lisita,why not?,,"If I could just die in your arms, I wouldn't mind. Cause everytime…  https://www.instagram.com/p/BNNeW7ohpfMKn6lxFs0Bn7pT6FY8tcBn7FUc0c0/ …",[],['https://www.instagram.com/p/BNNeW7ohpfMKn6lxFs0Bn7pT6FY8tcBn7FUc0c0/'],[],0,0,0,[],[],https://twitter.com/W_Lisita/status/801923300049813505,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '543645318', 'username': 'W_Lisita'}]",,,,
801923265967099904,801923265967099904,1480028380000,2016-11-24,23:59:40,CET,458619018,valetarsitano,Valentina Tarsitano,,Ed ora ... grandi Cene 😜❣️ #dopospettacolo #cena #friendship #friends #torino #love #top #photo…  https://www.instagram.com/p/BNNeV_YD_cS/ ,[],['https://www.instagram.com/p/BNNeV_YD_cS/'],[],0,0,0,"['#dopospettacolo', '#cena', '#friendship', '#friends', '#torino', '#love', '#top', '#photo']",[],https://twitter.com/valetarsitano/status/801923265967099904,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '458619018', 'username': 'valetarsitano'}]",,,,
801923243603034112,801923243603034112,1480028374000,2016-11-24,23:59:34,CET,869471240,flatshopit,FLAT shop,,#blackfriday  http://www.flatshop.it  only on selected items/brands @ FLAT shop  https://www.instagram.com/p/BNNeVYaDINr/ ,[],"['http://www.flatshop.it', 'https://www.instagram.com/p/BNNeVYaDINr/']",[],0,0,0,['#blackfriday'],[],https://twitter.com/flatshopit/status/801923243603034112,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '869471240', 'username': 'flatshopit'}]",,,,
801923033812398080,801923033812398080,1480028324000,2016-11-24,23:58:44,CET,871769438,lukerays,Luca Raggi 🇮🇹🇪🇺,,"Nothing lasts forever
Even cold #NovemberRain pic.twitter.com/fxk8ZymF7O",[],[],['https://pbs.twimg.com/media/CyEAt5BXAAAV2ro.jpg'],0,0,1,['#novemberrain'],[],https://twitter.com/LukeRays/status/801923033812398080,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '871769438', 'username': 'LukeRays'}]",,,,
801922989314940928,801922989314940928,1480028314000,2016-11-24,23:58:34,CET,501047264,_veleno,Veleno,,😊.... 😩 @ Braceria mangiafuoco  https://www.instagram.com/p/BNNeN-YjE0_E1rKDIFM2zkdN_cJLjnPrOX7lEk0/ …,[],['https://www.instagram.com/p/BNNeN-YjE0_E1rKDIFM2zkdN_cJLjnPrOX7lEk0/'],[],0,0,0,[],[],https://twitter.com/_Veleno/status/801922989314940928,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '501047264', 'username': '_Veleno'}]",,,,
801922975536705536,801922975536705536,1480028311000,2016-11-24,23:58:31,CET,251042756,crowleymaniac,Alfred Grossenbacher,,❤️🎬🎥📺#we #watching #the #true #disaster #masterflick #masterpiece #deepwaterhorizon #in #theater…  https://www.instagram.com/p/BNNeNjLjUKE/ ,[],['https://www.instagram.com/p/BNNeNjLjUKE/'],[],0,0,0,"['#we', '#watching', '#the', '#true', '#disaster', '#masterflick', '#masterpiece', '#deepwaterhorizon', '#in', '#theater']",[],https://twitter.com/CrowleyManiac/status/801922975536705536,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '251042756', 'username': 'CrowleyManiac'}]",,,,
801922846117261312,801922846117261312,1480028280000,2016-11-24,23:58:00,CET,102579194,edoardo1969,Edoardo Sanino,,"24/11/2016 - 23:58  Previsione giornaliera: Occasionale pioggia, peggioramento",[],[],[],0,0,0,[],[],https://twitter.com/edoardo1969/status/801922846117261312,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '102579194', 'username': 'edoardo1969'}]",,,,
801922837900447744,801922837900447744,1480028278000,2016-11-24,23:57:58,CET,400199231,ermannocasanova,Ermanno Casanova,,"#dettagli_d_amore , quando per addormentarti devi diventare una cosa sola . ❤ #love #loveis…  https://www.instagram.com/p/BNNeJaYBwLZ/ ",[],['https://www.instagram.com/p/BNNeJaYBwLZ/'],[],0,0,0,"['#dettagli_d_amore', '#love', '#loveis']",[],https://twitter.com/ErmannoCasanova/status/801922837900447744,False,,0,,"45.0704900,7.6868200,500km",,,,,"[{'user_id': '400199231', 'username': 'ErmannoCasanova'}]",,,,
