id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1231160160770543616,1230587810547163137,1582366430000,2020-02-22,11:13:50,CET,1079305730,mciomei,Marco Ciomei,,Bel gesto ok.... ogni giorno comunque milioni di persone compiono piccoli gesti solidali in completo anonimato...,['utherpe'],[],[],0,0,0,[],[],https://twitter.com/MCiomei/status/1231160160770543616,False,,0,Pisa,,,,,,"[{'user_id': '1079305730', 'username': 'MCiomei'}, {'user_id': '1030038817087152128', 'username': 'UtherPe'}]",,,,
1231160109973352449,1231114544283561984,1582366418000,2020-02-22,11:13:38,CET,3011975085,nerowolf123,Alex,,"io ragiono come lei, ma per quelle persone ansiose di natura non ci sono rassicurazioni possibili/plausibili. Stanno in luoghi chiusi con 1.000 persone e magari hanno paura, nella stessa stanza, a starci vicino. Siamo complicati...",['jeperego'],[],[],0,0,0,[],[],https://twitter.com/Nerowolf123/status/1231160109973352449,False,,0,Pisa,,,,,,"[{'user_id': '3011975085', 'username': 'Nerowolf123'}, {'user_id': '2227711330', 'username': 'jeperego'}]",,,,
1231160051370467328,1230957573723037696,1582366404000,2020-02-22,11:13:24,CET,787992135236775937,iesuanna,Anna Iesu,,"Non perché, qualche giornalista, è un tantino stronzo?",['luisellacost'],[],[],0,0,0,[],[],https://twitter.com/IesuAnna/status/1231160051370467328,False,,0,Pisa,,,,,,"[{'user_id': '787992135236775937', 'username': 'IesuAnna'}, {'user_id': '431547715', 'username': 'luisellacost'}]",,,,
1231159999113682945,1231009018912628738,1582366392000,2020-02-22,11:13:12,CET,1178057831699898368,_fradelpunta,Fra🍀❤️🖤,,Però cozza con la tua news “ che il Milan è venduto “,['chriselmuss'],[],[],0,0,0,[],[],https://twitter.com/_Fradelpunta/status/1231159999113682945,False,,0,Pisa,,,,,,"[{'user_id': '1178057831699898368', 'username': '_Fradelpunta'}, {'user_id': '3289163066', 'username': 'ChrisElMuss'}]",,,,
1231159859174871040,1231159859174871040,1582366358000,2020-02-22,11:12:38,CET,1015159542420856833,ohboiade,Il livornese imbruttito,,"Ma boia, comunque boia.",[],[],[],0,0,0,[],[],https://twitter.com/ohboiade/status/1231159859174871040,False,,0,Pisa,,,,,,"[{'user_id': '1015159542420856833', 'username': 'ohboiade'}]",,,,
1231159783824281603,1231159783824281603,1582366340000,2020-02-22,11:12:20,CET,4105269982,dan_grossi,Dan Larges,,Supertramp - Child of Vision (Live in Paris - 1979)  https://youtu.be/gACtaGZkSRM  di @YouTube,['youtube'],['https://youtu.be/gACtaGZkSRM'],[],0,0,0,[],[],https://twitter.com/dan_grossi/status/1231159783824281603,False,,0,Pisa,,,,,,"[{'user_id': '4105269982', 'username': 'dan_grossi'}, {'user_id': '10228272', 'username': 'YouTube'}]",,,,
1231159758935252992,1231159758935252992,1582366335000,2020-02-22,11:12:15,CET,2729486365,letiziafirenze,Letizia Tassinari,,"Coronavirus, i treni non fermeranno nelle stazioni di Codogno, Maleo e Casalpusterlengo https://toscanadaily.com/2020/02/salute-life-style/coronavirus-i-treni-non-fermeranno-nelle-stazioni-di-codogno-maleo-e-casalpusterlengo/ …",[],['https://toscanadaily.com/2020/02/salute-life-style/coronavirus-i-treni-non-fermeranno-nelle-stazioni-di-codogno-maleo-e-casalpusterlengo/'],[],0,0,0,[],[],https://twitter.com/LetiziaFirenze/status/1231159758935252992,False,,0,Pisa,,,,,,"[{'user_id': '2729486365', 'username': 'LetiziaFirenze'}]",,,,
1231159722855849984,1230826189767499782,1582366326000,2020-02-22,11:12:06,CET,3411500339,stardustshower_,Venty-Wenty,,"Madonna 💦💦💦
Fate benissimo però, incrocio le dita e spero che il focolaio si fermi ❤️",['shu_from_mars'],[],[],0,0,0,[],[],https://twitter.com/stardustshower_/status/1231159722855849984,False,,0,Pisa,,,,,,"[{'user_id': '3411500339', 'username': 'stardustshower_'}, {'user_id': '322555700', 'username': 'Shu_From_Mars'}]",,,,
1231159704321216513,1230967995578617857,1582366322000,2020-02-22,11:12:02,CET,264435089,fromitalyn1,Made in Italy,,"Non preoccuparti Matteo,ci pensano i nostri amici confinanti a chiudere i confini.",['open_gol'],[],[],0,0,0,[],[],https://twitter.com/fromItalyn1/status/1231159704321216513,False,,0,Pisa,,,,,,"[{'user_id': '264435089', 'username': 'fromItalyn1'}, {'user_id': '1072167411984551936', 'username': 'Open_gol'}]",,,,
1231159692480528384,1230592328768856069,1582366319000,2020-02-22,11:11:59,CET,558448795,soniamicheli1,sonia micheli,,😁😁😁,['voce_senza'],[],[],0,0,0,[],[],https://twitter.com/soniamicheli1/status/1231159692480528384,False,,0,Pisa,,,,,,"[{'user_id': '558448795', 'username': 'soniamicheli1'}, {'user_id': '1188524858742902784', 'username': 'voce_senza'}]",,,,
