id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
907360058278907906,907360058278907906,1505166470000,2017-09-11,23:47:50,CET,2166691736,dumbshine,🌞,,"Missing this trip 🌺 @ Lucca, Italy  https://www.instagram.com/p/BY6pV7mFrIn/ ",[],['https://www.instagram.com/p/BY6pV7mFrIn/'],[],0,0,0,[],[],https://twitter.com/dumbshine/status/907360058278907906,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '2166691736', 'username': 'dumbshine'}]",,,,
907356912907313152,907356912907313152,1505165720000,2017-09-11,23:35:20,CET,471344902,doremifaby,Faby,,"Ma voi lo sentite questo nostro presente?

#Pisa , sono tornata…  https://www.instagram.com/p/BY6n_l3lY31q3mxNpuQ364HWc_EMYQr9VkPAyQ0/ …",[],['https://www.instagram.com/p/BY6n_l3lY31q3mxNpuQ364HWc_EMYQr9VkPAyQ0/'],[],0,0,1,['#pisa'],[],https://twitter.com/DoReMiFaby/status/907356912907313152,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '471344902', 'username': 'DoReMiFaby'}]",,,,
907355657359314951,907355657359314951,1505165421000,2017-09-11,23:30:21,CET,2166691736,dumbshine,🌞,,"Distant view of the alps @ Lucca, Italy  https://www.instagram.com/p/BY6ncAClrl3/ ",[],['https://www.instagram.com/p/BY6ncAClrl3/'],[],0,0,0,[],[],https://twitter.com/dumbshine/status/907355657359314951,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '2166691736', 'username': 'dumbshine'}]",,,,
907349480533458945,907349480533458945,1505163948000,2017-09-11,23:05:48,CET,3068284066,difrancojr,Francojr Di Corcia,,"Sabato 23 Settembre 
Cosa aspetti a scoprire i tuoi talenti? 😉 Per info 333 8805619 -…  https://www.instagram.com/p/BY6kmuFHsfh/ ",[],['https://www.instagram.com/p/BY6kmuFHsfh/'],[],0,0,0,[],[],https://twitter.com/DiFrancojr/status/907349480533458945,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '3068284066', 'username': 'DiFrancojr'}]",,,,
907346440451772428,907346440451772428,1505163223000,2017-09-11,22:53:43,CET,1589491657,hannahboothmua,Hannah Booth,,"Thank you @BeckA_G for a lovely weekend 🇮🇹, being a fab friend, cheering me up & helping to take…  https://www.instagram.com/p/BY6a6PZjjoK/ ",['becka_g'],['https://www.instagram.com/p/BY6a6PZjjoK/'],[],1,0,7,[],[],https://twitter.com/HannahBoothMUA/status/907346440451772428,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '1589491657', 'username': 'HannahBoothMUA'}, {'user_id': '36018935', 'username': 'BeckA_G'}]",,,,
907345408489385984,907345408489385984,1505162977000,2017-09-11,22:49:37,CET,1829563741,gretacontardo,Greta Contardo,,Cucú! Sottobietola c'è... un PesceBurro che gioca alla Mugnaia. Another way for a comfy&granny…  https://www.instagram.com/p/BY6iNF9DU_t/ ,[],['https://www.instagram.com/p/BY6iNF9DU_t/'],[],0,0,0,[],[],https://twitter.com/GretaContardo/status/907345408489385984,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '1829563741', 'username': 'GretaContardo'}]",,,,
907343778955931650,907343778955931650,1505162589000,2017-09-11,22:43:09,CET,397291427,valentinagrand1,valentina grandini,,#monday #mondayismysunday #estate #estate2017 #summer #summer2017 #sea #seaside #mare #beach…  https://www.instagram.com/p/BY6iCeHFT7q/ ,[],['https://www.instagram.com/p/BY6iCeHFT7q/'],[],0,0,0,"['#monday', '#mondayismysunday', '#estate', '#estate2017', '#summer', '#summer2017', '#sea', '#seaside', '#mare', '#beach']",[],https://twitter.com/valentinagrand1/status/907343778955931650,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '397291427', 'username': 'valentinagrand1'}]",,,,
907339875438944256,907339875438944256,1505161658000,2017-09-11,22:27:38,CET,1199067294,dino14myte,David Meyer,,"Ever get the feeling something is off, but you can't quite put your finger on it? Yeah. That was…  https://www.instagram.com/p/BY6gQSSA0M6/ ",[],['https://www.instagram.com/p/BY6gQSSA0M6/'],[],0,0,0,[],[],https://twitter.com/Dino14Myte/status/907339875438944256,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '1199067294', 'username': 'Dino14Myte'}]",,,,
907337746078949376,907337746078949376,1505161150000,2017-09-11,22:19:10,CET,524550944,strazzullo69,Antonio Strazzullo,,"Foto appena pubblicata @ Pontedera, italy  https://www.instagram.com/p/BY6fScKgoWJ/ ",[],['https://www.instagram.com/p/BY6fScKgoWJ/'],[],0,0,0,[],[],https://twitter.com/strazzullo69/status/907337746078949376,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '524550944', 'username': 'strazzullo69'}]",,,,
907335325965418497,907335325965418497,1505160573000,2017-09-11,22:09:33,CET,301538211,vivianabattan,vivianabattan,,"Salvataggio Pronto! 
#playinglikekids #jugandoconmama #fortedeimarmi en Bagno Alcione Forte dei…  https://www.instagram.com/p/BY6eMehAfKM/ ",[],['https://www.instagram.com/p/BY6eMehAfKM/'],[],0,0,0,"['#playinglikekids', '#jugandoconmama', '#fortedeimarmi']",[],https://twitter.com/vivianabattan/status/907335325965418497,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '301538211', 'username': 'vivianabattan'}]",,,,
907334363792191489,907334363792191489,1505160344000,2017-09-11,22:05:44,CET,260232073,nejodj,Dj Nejo,,Dopo una tre giorni di studio intensa di torna a casa #dj #nejo #selfie #viareggio #toscana…  https://www.instagram.com/p/BY6dwHoH-lY/ ,[],['https://www.instagram.com/p/BY6dwHoH-lY/'],[],0,0,0,"['#dj', '#nejo', '#selfie', '#viareggio', '#toscana']",[],https://twitter.com/nejodj/status/907334363792191489,False,,0,,"43.5395284,10.2550719,50km",,,,,"[{'user_id': '260232073', 'username': 'nejodj'}]",,,,
